League,Team,TriggerScore,TriggerRole,SampleSize,NextWin_Pct,NextLoss_Pct,NextDraw_Pct,NextOver15_Pct,NextOver25_Pct,NextGG_Pct,NextHomeScore_Pct,NextAwayScore_Pct,Hits_NextWin,Hits_NextLoss,Hits_NextDraw,Hits_NextOver15,Hits_NextOver25,Hits_NextGG,Hits_NextHomeScore,Hits_NextAwayScore
Spain - Virtual,LEV,0:1,Home,20,40,45,15,60,40,45,80,55,8,9,3,12,8,9,16,11
Spain - Virtual,CEL,0:1,Home,20,20,40,40,80,50,60,75,80,4,8,8,16,10,12,15,16
Spain - Virtual,BIL,0:1,Away,20,40,45,15,55,30,25,70,45,8,9,3,11,6,5,14,9
Spain - Virtual,RAY,0:1,Away,20,20,55,25,60,45,50,75,65,4,11,5,12,9,10,15,13
Spain - Virtual,RBB,1:1,Home,20,35,25,40,65,40,55,75,70,7,5,8,13,8,11,15,14
Spain - Virtual,LEV,1:0,Home,20,40,25,35,85,45,65,80,80,8,5,7,17,9,13,16,16
Spain - Virtual,OSA,0:0,Away,20,15,45,40,55,25,35,65,50,3,9,8,11,5,7,13,10
Spain - Virtual,RSO,0:0,Away,20,30,35,35,85,35,55,75,75,6,7,7,17,7,11,15,15
Spain - Virtual,BIL,0:0,Home,20,25,45,30,60,35,35,50,65,5,9,6,12,7,7,10,13
Spain - Virtual,ELC,0:0,Home,20,25,25,50,55,20,50,65,70,5,5,10,11,4,10,13,14
Spain - Virtual,LEV,0:0,Home,20,35,25,40,65,30,45,70,65,7,5,8,13,6,9,14,13
Spain - Virtual,RMA,0:0,Home,20,50,10,40,65,15,25,65,40,10,2,8,13,3,5,13,8
Italy - Virtual,GEN,0:0,Away,20,25,40,35,70,35,50,70,65,5,8,7,14,7,10,14,13
Italy - Virtual,USC,0:0,Home,20,30,45,25,50,40,40,65,55,6,9,5,10,8,8,13,11
Italy - Virtual,NAP,1:0,Home,20,30,20,50,65,30,60,85,65,6,4,10,13,6,12,17,13
Italy - Virtual,PIS,1:0,Home,20,40,35,25,60,50,40,70,55,8,7,5,12,10,8,14,11
Italy - Virtual,ROM,1:0,Away,20,25,45,30,65,40,60,80,70,5,9,6,13,8,12,16,14
Italy - Virtual,USC,1:1,Home,20,60,10,30,65,45,60,80,70,12,2,6,13,9,12,16,14
Italy - Virtual,NAP,1:1,Away,20,45,20,35,55,25,40,60,70,9,4,7,11,5,8,12,14
Italy - Virtual,ACM,1:1,Away,20,45,30,25,75,60,65,70,85,9,6,5,15,12,13,14,17
Italy - Virtual,PIS,2:1,Away,20,35,45,20,50,35,25,55,50,7,9,4,10,7,5,11,10
Italy - Virtual,NAP,0:1,Away,20,45,25,30,65,45,45,65,75,9,5,6,13,9,9,13,15
Italy - Virtual,TOR,0:1,Away,20,30,50,20,65,40,45,80,55,6,10,4,13,8,9,16,11
Germany - Virtual,SCF,2:1,Away,20,45,40,15,65,45,45,70,70,9,8,3,13,9,9,14,14
Germany - Virtual,UNI,1:2,Home,20,35,35,30,55,20,35,70,55,7,7,6,11,4,7,14,11
Germany - Virtual,BVB,1:1,Home,20,45,25,30,75,40,50,80,60,9,5,6,15,8,10,16,12
Germany - Virtual,STP,1:1,Home,20,35,20,45,75,45,65,80,80,7,4,9,15,9,13,16,16
Germany - Virtual,SGE,1:1,Home,20,35,25,40,65,45,50,70,60,7,5,8,13,9,10,14,12
Germany - Virtual,STP,1:1,Away,20,15,60,25,50,25,35,75,55,3,12,5,10,5,7,15,11
Germany - Virtual,STP,0:0,Home,20,55,25,20,60,45,35,75,45,11,5,4,12,9,7,15,9
Germany - Virtual,RBL,1:0,Home,20,55,25,20,85,55,55,80,65,11,5,4,17,11,11,16,13
Germany - Virtual,UNI,1:0,Home,20,20,45,35,80,55,60,80,70,4,9,7,16,11,12,16,14
France - Virtual,LEN,0:1,Home,20,50,35,15,80,75,50,75,75,10,7,3,16,15,10,15,15
France - Virtual,NAN,0:1,Home,20,40,45,15,65,35,40,65,75,8,9,3,13,7,8,13,15
France - Virtual,REN,0:1,Away,20,45,40,15,90,50,55,85,70,9,8,3,18,10,11,17,14
France - Virtual,LIL,1:0,Away,20,35,35,30,45,30,30,55,55,7,7,6,9,6,6,11,11
France - Virtual,PFC,1:2,Away,20,45,30,25,90,60,60,75,85,9,6,5,18,12,12,15,17
France - Virtual,NAN,1:2,Home,20,20,70,10,60,55,50,70,80,4,14,2,12,11,10,14,16
France - Virtual,TOU,1:2,Home,20,30,45,25,75,45,60,70,80,6,9,5,15,9,12,14,16
France - Virtual,PFC,1:1,Away,20,60,25,15,75,55,45,55,80,12,5,3,15,11,9,11,16
France - Virtual,PSG,1:1,Away,20,50,30,20,90,60,70,80,90,10,6,4,18,12,14,16,18
France - Virtual,STR,1:1,Away,20,25,20,55,60,45,50,55,65,5,4,11,12,9,10,11,13
France - Virtual,ANG,1:1,Away,20,25,50,25,80,60,65,80,75,5,10,5,16,12,13,16,15
France - Virtual,NCE,1:1,Home,20,45,25,30,70,45,35,75,50,9,5,6,14,9,7,15,10
France - Virtual,STR,1:1,Home,20,30,50,20,70,40,50,75,70,6,10,4,14,8,10,15,14
France - Virtual,ANG,2:1,Away,20,35,40,25,80,65,60,75,75,7,8,5,16,13,12,15,15
England - Virtual,AST,1:2,Home,19,37,32,32,84,68,63,74,84,7,6,6,16,13,12,14,16
England - Virtual,WOL,1:2,Home,19,42,37,21,74,53,37,68,63,8,7,4,14,10,7,13,12
England - Virtual,LIV,1:2,Away,19,53,32,16,79,47,53,74,74,10,6,3,15,9,10,14,14
England - Virtual,BUR,0:1,Home,19,42,47,11,89,63,47,79,63,8,9,2,17,12,9,15,12
England - Virtual,MCI,0:1,Home,19,47,42,11,84,68,53,68,84,9,8,2,16,13,10,13,16
England - Virtual,FUL,1:0,Away,19,37,26,37,79,63,63,68,79,7,5,7,15,12,12,13,15
England - Virtual,SUN,1:0,Home,19,42,32,26,58,32,21,58,42,8,6,5,11,6,4,11,8
England - Virtual,CRY,1:1,Away,19,42,11,47,79,47,58,74,68,8,2,9,15,9,11,14,13
England - Virtual,LIV,1:1,Home,19,58,11,32,74,47,58,89,63,11,2,6,14,9,11,17,12
England - Virtual,AST,1:1,Home,19,42,42,16,79,63,63,95,68,8,8,3,15,12,12,18,13
England - Virtual,MCI,1:1,Home,19,26,47,26,74,53,58,63,89,5,9,5,14,10,11,12,17
England - Virtual,LEE,2:1,Home,19,37,21,42,58,26,37,58,58,7,4,8,11,5,7,11,11
England - Virtual,MCI,0:2,Away,19,84,11,5,58,58,37,42,89,16,2,1,11,11,7,8,17
Spain - Virtual,CEL,2:1,Away,19,26,47,26,89,53,63,84,79,5,9,5,17,10,12,16,15
Spain - Virtual,RAY,0:1,Home,19,26,37,37,74,32,42,63,68,5,7,7,14,6,8,12,13
Spain - Virtual,ATM,0:1,Home,19,42,21,37,79,47,58,79,74,8,4,7,15,9,11,15,14
Spain - Virtual,VCF,0:1,Home,19,37,26,37,74,21,37,68,58,7,5,7,14,4,7,13,11
Spain - Virtual,GET,0:1,Away,19,32,37,32,74,42,47,63,68,6,7,6,14,8,9,12,13
Spain - Virtual,MAL,0:1,Away,19,42,37,21,58,32,32,68,58,8,7,4,11,6,6,13,11
Spain - Virtual,VIL,0:1,Away,19,21,37,42,79,53,74,74,89,4,7,8,15,10,14,14,17
Spain - Virtual,ESP,1:1,Away,19,16,53,32,74,42,47,79,53,3,10,6,14,8,9,15,10
Spain - Virtual,RSO,1:1,Home,19,47,32,21,79,63,47,68,63,9,6,4,15,12,9,13,12
Spain - Virtual,RBB,1:0,Away,19,32,53,16,68,53,47,79,63,6,10,3,13,10,9,15,12
Spain - Virtual,ESP,1:0,Home,19,37,26,37,74,58,53,74,68,7,5,7,14,11,10,14,13
Spain - Virtual,RMA,1:0,Home,19,63,32,5,84,58,53,89,63,12,6,1,16,11,10,17,12
Spain - Virtual,CEL,0:0,Away,19,21,42,37,63,53,58,68,68,4,8,7,12,10,11,13,13
Spain - Virtual,ESP,0:0,Home,19,37,26,37,79,53,63,74,79,7,5,7,15,10,12,14,15
Spain - Virtual,RSO,0:0,Home,19,47,26,26,47,21,16,47,42,9,5,5,9,4,3,9,8
Spain - Virtual,VIL,0:0,Home,19,37,47,16,68,53,37,58,68,7,9,3,13,10,7,11,13
Spain - Virtual,VIL,1:2,Away,19,37,26,37,74,37,53,74,68,7,5,7,14,7,10,14,13
Spain - Virtual,RSO,2:0,Home,19,32,37,32,63,42,53,74,74,6,7,6,12,8,10,14,14
Italy - Virtual,FIO,0:0,Away,19,21,37,42,74,26,53,84,63,4,7,8,14,5,10,16,12
Italy - Virtual,SAS,0:0,Home,19,16,42,42,53,37,37,47,79,3,8,8,10,7,7,9,15
Italy - Virtual,PAR,0:0,Home,19,37,42,21,84,53,47,79,68,7,8,4,16,10,9,15,13
Italy - Virtual,ATA,1:0,Home,19,37,37,26,74,47,37,63,68,7,7,5,14,9,7,12,13
Italy - Virtual,CAG,1:0,Home,19,16,53,32,79,32,42,58,79,3,10,6,15,6,8,11,15
Italy - Virtual,ACM,1:0,Home,19,37,42,21,79,58,68,79,89,7,8,4,15,11,13,15,17
Italy - Virtual,PAR,1:0,Home,19,47,26,26,68,58,42,74,58,9,5,5,13,11,8,14,11
Italy - Virtual,GEN,1:0,Home,19,47,26,26,68,42,53,74,74,9,5,5,13,8,10,14,14
Italy - Virtual,BFC,1:0,Away,19,26,32,42,68,42,47,63,68,5,6,8,13,8,9,12,13
Italy - Virtual,GEN,2:0,Away,19,32,42,26,89,32,42,63,74,6,8,5,17,6,8,12,14
Italy - Virtual,JUV,1:1,Home,19,32,37,32,58,37,26,63,47,6,7,6,11,7,5,12,9
Italy - Virtual,PAR,1:1,Away,19,37,53,11,79,63,63,95,68,7,10,2,15,12,12,18,13
Italy - Virtual,FIO,1:2,Home,19,26,47,26,68,47,47,68,68,5,9,5,13,9,9,13,13
Italy - Virtual,LEC,1:2,Home,19,42,26,32,63,26,37,58,58,8,5,6,12,5,7,11,11
Italy - Virtual,ACM,0:1,Away,19,26,26,47,68,37,42,47,74,5,5,9,13,7,8,9,14
Italy - Virtual,PAR,0:1,Away,19,32,53,16,74,47,63,84,79,6,10,3,14,9,12,16,15
Italy - Virtual,VER,0:1,Home,19,21,42,37,74,21,37,53,74,4,8,7,14,4,7,10,14
Italy - Virtual,GEN,0:1,Home,19,42,26,32,74,58,58,68,79,8,5,6,14,11,11,13,15
Germany - Virtual,WOB,0:1,Away,19,21,53,26,63,37,37,63,58,4,10,5,12,7,7,12,11
Germany - Virtual,BMU,1:2,Home,19,47,26,26,63,32,47,74,68,9,5,5,12,6,9,14,13
Germany - Virtual,UNI,1:1,Home,19,21,53,26,63,53,53,68,68,4,10,5,12,10,10,13,13
Germany - Virtual,BVB,1:1,Away,19,42,26,32,84,63,58,79,74,8,5,6,16,12,11,15,14
Germany - Virtual,SCF,1:1,Away,19,5,58,37,89,58,68,84,79,1,11,7,17,11,13,16,15
Germany - Virtual,VFB,0:0,Away,19,63,16,21,68,58,58,58,89,12,3,4,13,11,11,11,17
Germany - Virtual,HSV,1:0,Home,19,37,32,32,74,53,68,74,84,7,6,6,14,10,13,14,16
Germany - Virtual,FCA,1:0,Home,19,68,32,0,63,47,37,79,58,13,6,0,12,9,7,15,11
Germany - Virtual,KOE,1:0,Away,19,26,63,11,58,42,42,79,63,5,12,2,11,8,8,15,12
Germany - Virtual,FCA,1:0,Away,19,37,21,42,68,32,53,68,74,7,4,8,13,6,10,13,14
France - Virtual,AMO,0:1,Home,19,47,21,32,63,53,53,79,53,9,4,6,12,10,10,15,10
France - Virtual,PFC,0:1,Home,19,53,11,37,68,37,58,79,68,10,2,7,13,7,11,15,13
France - Virtual,NCE,0:0,Home,19,37,32,32,63,42,47,74,63,7,6,6,12,8,9,14,12
France - Virtual,MET,1:0,Away,19,37,53,11,84,58,47,89,58,7,10,2,16,11,9,17,11
France - Virtual,NCE,1:0,Away,19,47,21,32,74,53,53,74,68,9,4,6,14,10,10,14,13
France - Virtual,OLM,1:0,Away,19,37,42,21,79,68,68,89,74,7,8,4,15,13,13,17,14
France - Virtual,AMO,1:2,Home,19,42,53,5,47,42,32,47,79,8,10,1,9,8,6,9,15
France - Virtual,OLM,1:1,Away,19,37,47,16,74,53,47,84,58,7,9,3,14,10,9,16,11
France - Virtual,LEN,1:1,Home,19,37,42,21,74,58,53,63,84,7,8,4,14,11,10,12,16
France - Virtual,NAN,1:1,Home,19,26,42,32,79,58,63,68,84,5,8,6,15,11,12,13,16
England - Virtual,BHA,1:2,Home,18,33,44,22,89,83,72,78,94,6,8,4,16,15,13,14,17
England - Virtual,BUR,1:2,Home,18,61,33,6,78,61,56,89,67,11,6,1,14,11,10,16,12
England - Virtual,ARS,0:1,Away,18,50,22,28,72,50,56,67,72,9,4,5,13,9,10,12,13
England - Virtual,MCI,0:1,Away,18,44,39,17,72,22,33,56,78,8,7,3,13,4,6,10,14
England - Virtual,BRE,1:0,Away,18,28,39,33,72,50,61,78,78,5,7,6,13,9,11,14,14
England - Virtual,WHU,1:0,Away,18,39,50,11,89,72,67,78,89,7,9,2,16,13,12,14,16
England - Virtual,CHE,1:1,Away,18,44,22,33,78,44,56,83,67,8,4,6,14,8,10,15,12
England - Virtual,BRE,1:1,Home,18,28,44,28,83,72,78,83,89,5,8,5,15,13,14,15,16
England - Virtual,LEE,1:1,Home,18,44,39,17,72,39,39,78,61,8,7,3,13,7,7,14,11
England - Virtual,TOT,1:1,Home,18,39,28,33,72,61,61,83,67,7,5,6,13,11,11,15,12
England - Virtual,ARS,2:0,Home,18,44,28,28,83,61,67,83,72,8,5,5,15,11,12,15,13
England - Virtual,BHA,2:1,Away,18,22,50,28,67,44,50,78,67,4,9,5,12,8,9,14,12
England - Virtual,SUN,2:1,Away,18,33,39,28,94,61,67,78,83,6,7,5,17,11,12,14,15
England - Virtual,BUR,2:1,Home,18,39,17,44,56,39,56,83,56,7,3,8,10,7,10,15,10
England - Virtual,FOR,2:1,Home,18,28,50,22,78,61,61,72,83,5,9,4,14,11,11,13,15
England - Virtual,BUR,0:0,Home,18,33,28,39,56,28,56,83,67,6,5,7,10,5,10,15,12
Spain - Virtual,OVI,2:1,Away,18,50,22,28,61,33,39,56,72,9,4,5,11,6,7,10,13
Spain - Virtual,SEV,2:1,Away,18,44,44,11,61,33,39,83,56,8,8,2,11,6,7,15,10
Spain - Virtual,LEV,0:1,Away,18,50,22,28,67,44,44,56,78,9,4,5,12,8,8,10,14
Spain - Virtual,RMA,1:0,Away,18,33,44,22,78,33,33,61,67,6,8,4,14,6,6,11,12
Spain - Virtual,GET,1:0,Home,18,33,44,22,61,44,39,67,67,6,8,4,11,8,7,12,12
Spain - Virtual,GET,0:0,Away,18,44,28,28,83,39,56,72,78,8,5,5,15,7,10,13,14
Spain - Virtual,VIL,0:0,Away,18,39,33,28,61,22,28,67,44,7,6,5,11,4,5,12,8
Spain - Virtual,OSA,0:0,Home,18,39,33,28,67,39,44,72,67,7,6,5,12,7,8,13,12
Spain - Virtual,CEL,1:2,Home,18,39,39,22,61,39,50,89,56,7,7,4,11,7,9,16,10
Spain - Virtual,ALA,1:2,Away,18,33,33,33,78,44,44,78,50,6,6,6,14,8,8,14,9
Spain - Virtual,RMA,1:2,Away,18,28,22,50,78,39,61,72,78,5,4,9,14,7,11,13,14
Spain - Virtual,VCF,2:0,Away,18,28,44,28,72,22,39,83,50,5,8,5,13,4,7,15,9
Spain - Virtual,GIR,2:0,Away,18,39,44,17,72,44,56,89,67,7,8,3,13,8,10,16,12
Spain - Virtual,BIL,2:0,Home,18,50,44,6,72,61,44,61,83,9,8,1,13,11,8,11,15
Italy - Virtual,PIS,0:0,Away,18,33,50,17,83,72,78,89,89,6,9,3,15,13,14,16,16
Italy - Virtual,USC,0:0,Away,18,39,28,33,72,22,50,72,78,7,5,6,13,4,9,13,14
Italy - Virtual,LEC,0:0,Home,18,17,56,28,72,33,50,67,78,3,10,5,13,6,9,12,14
Italy - Virtual,JUV,0:0,Home,18,33,17,50,72,44,56,72,67,6,3,9,13,8,10,13,12
Italy - Virtual,CAG,2:0,Away,18,17,33,50,72,33,44,61,61,3,6,9,13,6,8,11,11
Italy - Virtual,PIS,2:0,Away,18,22,44,33,50,33,39,56,56,4,8,6,9,6,7,10,10
Italy - Virtual,ACM,0:2,Away,18,44,33,22,67,50,50,78,72,8,6,4,12,9,9,14,13
Italy - Virtual,LAZ,0:2,Away,18,44,22,33,56,39,44,67,61,8,4,6,10,7,8,12,11
Italy - Virtual,GEN,0:2,Away,18,56,6,39,61,33,44,56,72,10,1,7,11,6,8,10,13
Italy - Virtual,COM,0:2,Home,18,33,33,33,83,39,56,72,83,6,6,6,15,7,10,13,15
Italy - Virtual,ROM,1:2,Away,18,39,33,28,78,50,56,61,89,7,6,5,14,9,10,11,16
Italy - Virtual,BFC,2:1,Home,18,50,22,28,78,44,39,72,56,9,4,5,14,8,7,13,10
Italy - Virtual,NAP,2:1,Home,18,28,44,28,72,28,44,61,83,5,8,5,13,5,8,11,15
Italy - Virtual,USC,2:1,Home,18,28,39,33,50,17,33,50,72,5,7,6,9,3,6,9,13
Italy - Virtual,FIO,0:1,Away,18,28,44,28,72,56,56,78,72,5,8,5,13,10,10,14,13
Italy - Virtual,INT,0:1,Away,18,39,39,22,72,39,44,67,67,7,7,4,13,7,8,12,12
Italy - Virtual,LAZ,0:1,Home,18,28,50,22,83,50,61,72,83,5,9,4,15,9,11,13,15
Germany - Virtual,BMU,0:1,Home,18,50,28,22,56,44,56,72,72,9,5,4,10,8,10,13,13
Germany - Virtual,MAI,1:1,Home,18,44,39,17,67,28,33,56,78,8,7,3,12,5,6,10,14
Germany - Virtual,FCA,1:1,Home,18,22,44,33,72,39,44,61,67,4,8,6,13,7,8,11,12
Germany - Virtual,VFB,1:1,Away,18,33,17,50,61,33,50,61,61,6,3,9,11,6,9,11,11
Germany - Virtual,SGE,1:1,Away,18,39,28,33,67,39,39,72,56,7,5,6,12,7,7,13,10
Germany - Virtual,STP,1:0,Home,18,28,33,39,78,44,56,67,72,5,6,7,14,8,10,12,13
Germany - Virtual,SCF,1:0,Away,18,22,39,39,61,28,44,67,67,4,7,7,11,5,8,12,12
Germany - Virtual,WOB,1:0,Away,18,39,28,33,72,39,44,61,67,7,5,6,13,7,8,11,12
France - Virtual,ANG,0:1,Home,18,17,67,17,78,56,50,61,78,3,12,3,14,10,9,11,14
France - Virtual,B29,0:1,Away,18,67,17,17,78,50,44,50,94,12,3,3,14,9,8,9,17
France - Virtual,NCE,1:0,Home,18,28,39,33,61,33,39,56,67,5,7,6,11,6,7,10,12
France - Virtual,MET,2:0,Home,18,39,39,22,94,72,56,78,78,7,7,4,17,13,10,14,14
France - Virtual,LOR,1:2,Away,18,44,44,11,100,72,72,94,78,8,8,2,18,13,13,17,14
France - Virtual,AMO,1:1,Home,18,22,56,22,78,56,56,67,78,4,10,4,14,10,10,12,14
France - Virtual,REN,1:1,Home,18,33,39,28,89,61,72,78,89,6,7,5,16,11,13,14,16
France - Virtual,LYO,1:1,Home,18,61,33,6,78,56,39,72,61,11,6,1,14,10,7,13,11
France - Virtual,LIL,1:1,Home,18,39,22,39,72,56,56,78,67,7,4,7,13,10,10,14,12
France - Virtual,LOR,2:2,Home,18,67,17,17,67,33,50,94,56,12,3,3,12,6,9,17,10
France - Virtual,LEH,2:1,Home,18,44,39,17,61,44,61,89,72,8,7,3,11,8,11,16,13
England - Virtual,TOT,1:2,Home,17,88,6,6,82,41,41,88,53,15,1,1,14,7,7,15,9
England - Virtual,FOR,1:2,Away,17,24,47,29,71,47,59,88,65,4,8,5,12,8,10,15,11
England - Virtual,MCI,1:2,Away,17,71,29,0,94,82,53,65,88,12,5,0,16,14,9,11,15
England - Virtual,MUN,1:2,Away,17,24,41,35,65,47,53,71,65,4,7,6,11,8,9,12,11
England - Virtual,LIV,0:1,Away,17,59,29,12,71,47,29,59,71,10,5,2,12,8,5,10,12
England - Virtual,BRE,0:1,Home,17,24,47,29,71,53,65,76,76,4,8,5,12,9,11,13,13
England - Virtual,LEE,0:1,Home,17,29,35,35,71,24,41,65,71,5,6,6,12,4,7,11,12
England - Virtual,NEW,0:1,Home,17,53,35,12,76,65,53,76,76,9,6,2,13,11,9,13,13
England - Virtual,EVE,1:0,Away,17,24,53,24,82,65,65,88,76,4,9,4,14,11,11,15,13
England - Virtual,FUL,1:0,Home,17,47,41,12,82,59,53,76,76,8,7,2,14,10,9,13,13
England - Virtual,FOR,1:0,Home,17,41,18,41,82,53,65,82,71,7,3,7,14,9,11,14,12
England - Virtual,BUR,1:1,Away,17,41,41,18,88,53,47,71,71,7,7,3,15,9,8,12,12
England - Virtual,NEW,1:1,Away,17,29,41,29,88,65,76,94,76,5,7,5,15,11,13,16,13
England - Virtual,FOR,1:1,Home,17,41,53,6,94,88,76,82,94,7,9,1,16,15,13,14,16
England - Virtual,BOU,1:1,Home,17,29,41,29,94,65,71,82,82,5,7,5,16,11,12,14,14
England - Virtual,CRY,2:0,Away,17,24,53,24,76,53,65,88,71,4,9,4,13,9,11,15,12
England - Virtual,LEE,2:0,Away,17,18,53,29,88,59,65,88,71,3,9,5,15,10,11,15,12
England - Virtual,BRE,2:1,Away,17,24,59,18,82,59,65,76,88,4,10,3,14,10,11,13,15
England - Virtual,WHU,2:1,Away,17,35,59,6,88,71,65,100,65,6,10,1,15,12,11,17,11
England - Virtual,BOU,2:1,Away,17,24,59,18,82,71,59,88,71,4,10,3,14,12,10,15,12
England - Virtual,AST,2:1,Home,17,47,41,12,100,71,76,88,88,8,7,2,17,12,13,15,15
England - Virtual,MCI,2:1,Home,17,41,29,29,65,41,53,71,71,7,5,5,11,7,9,12,12
England - Virtual,CRY,0:0,Away,17,41,41,18,76,47,41,71,65,7,7,3,13,8,7,12,11
England - Virtual,BRE,0:2,Home,17,18,53,29,82,53,65,71,88,3,9,5,14,9,11,12,15
England - Virtual,WHU,0:2,Home,17,41,41,18,82,65,59,76,82,7,7,3,14,11,10,13,14
Spain - Virtual,LEV,2:1,Home,17,47,29,24,88,59,65,82,82,8,5,4,15,10,11,14,14
Spain - Virtual,LEV,2:1,Away,17,35,24,41,94,41,65,88,76,6,4,7,16,7,11,15,13
Spain - Virtual,GET,0:1,Home,17,29,53,18,82,59,65,82,76,5,9,3,14,10,11,14,13
Spain - Virtual,RBB,0:1,Home,17,71,6,24,82,59,71,94,76,12,1,4,14,10,12,16,13
Spain - Virtual,ELC,0:1,Away,17,18,53,29,88,76,76,94,82,3,9,5,15,13,13,16,14
Spain - Virtual,SEV,0:1,Away,17,41,47,12,76,53,53,76,76,7,8,2,13,9,9,13,13
Spain - Virtual,FCB,1:1,Away,17,53,24,24,88,47,41,59,76,9,4,4,15,8,7,10,13
Spain - Virtual,GET,1:1,Home,17,35,41,24,71,53,59,65,82,6,7,4,12,9,10,11,14
Spain - Virtual,LEV,1:0,Away,17,12,59,29,82,47,71,88,82,2,10,5,14,8,12,15,14
Spain - Virtual,CEL,1:0,Away,17,29,47,24,65,59,47,65,65,5,8,4,11,10,8,11,11
Spain - Virtual,GIR,1:0,Away,17,24,47,29,65,24,41,76,65,4,8,5,11,4,7,13,11
Spain - Virtual,RAY,0:0,Away,17,24,53,24,59,41,47,65,76,4,9,4,10,7,8,11,13
Spain - Virtual,RBB,0:0,Away,17,24,47,29,71,59,65,76,76,4,8,5,12,10,11,13,13
Spain - Virtual,RAY,0:0,Home,17,35,29,35,65,18,41,65,71,6,5,6,11,3,7,11,12
Spain - Virtual,CEL,0:0,Home,17,41,35,24,53,47,29,65,47,7,6,4,9,8,5,11,8
Spain - Virtual,GET,1:2,Home,17,35,29,35,76,53,53,82,71,6,5,6,13,9,9,14,12
Spain - Virtual,OVI,2:0,Away,17,12,59,29,65,35,41,76,47,2,10,5,11,6,7,13,8
Italy - Virtual,UDI,1:0,Home,17,41,35,24,76,41,53,76,76,7,6,4,13,7,9,13,13
Italy - Virtual,LEC,1:0,Home,17,24,35,41,71,35,53,65,71,4,6,7,12,6,9,11,12
Italy - Virtual,ROM,1:0,Home,17,41,35,24,65,29,41,71,59,7,6,4,11,5,7,12,10
Italy - Virtual,INT,1:0,Away,17,18,35,47,76,47,65,76,76,3,6,8,13,8,11,13,13
Italy - Virtual,GEN,1:0,Away,17,12,41,47,76,29,59,71,76,2,7,8,13,5,10,12,13
Italy - Virtual,LEC,2:0,Away,17,24,35,41,71,35,53,71,65,4,6,7,12,6,9,12,11
Italy - Virtual,USC,2:0,Away,17,47,24,29,53,35,29,41,65,8,4,5,9,6,5,7,11
Italy - Virtual,ACM,1:1,Home,17,29,53,18,53,41,35,47,76,5,9,3,9,7,6,8,13
Italy - Virtual,PIS,1:1,Away,17,18,47,35,82,47,47,76,59,3,8,6,14,8,8,13,10
Italy - Virtual,JUV,0:2,Away,17,59,24,18,76,59,53,53,94,10,4,3,13,10,9,9,16
Italy - Virtual,SAS,0:2,Home,17,24,41,35,59,24,47,59,76,4,7,6,10,4,8,10,13
Italy - Virtual,PAR,0:2,Home,17,35,41,24,65,35,41,71,59,6,7,4,11,6,7,12,10
Italy - Virtual,GEN,1:2,Home,17,41,24,35,71,29,53,82,59,7,4,6,12,5,9,14,10
Italy - Virtual,INT,2:1,Home,17,82,12,6,76,41,41,88,53,14,2,1,13,7,7,15,9
Italy - Virtual,SAS,2:1,Away,17,29,59,12,71,65,59,76,76,5,10,2,12,11,10,13,13
Italy - Virtual,SAS,0:1,Away,17,24,59,18,65,47,41,71,65,4,10,3,11,8,7,12,11
Germany - Virtual,BMG,2:0,Away,17,24,47,29,94,53,65,94,71,4,8,5,16,9,11,16,12
Germany - Virtual,KOE,2:1,Away,17,35,29,35,76,47,59,82,65,6,5,6,13,8,10,14,11
Germany - Virtual,BVB,2:1,Home,17,71,24,6,65,47,41,88,47,12,4,1,11,8,7,15,8
Germany - Virtual,MAI,2:1,Home,17,41,41,18,65,35,41,65,76,7,7,3,11,6,7,11,13
Germany - Virtual,FCA,0:1,Away,17,35,41,24,59,41,41,71,53,6,7,4,10,7,7,12,9
Germany - Virtual,LEV,0:1,Away,17,29,24,47,65,29,41,59,59,5,4,8,11,5,7,10,10
Germany - Virtual,MAI,0:1,Home,17,24,47,29,59,35,47,65,71,4,8,5,10,6,8,11,12
Germany - Virtual,FCA,0:1,Home,17,35,47,18,71,53,47,76,65,6,8,3,12,9,8,13,11
Germany - Virtual,KOE,1:1,Away,17,41,29,29,59,35,35,59,65,7,5,5,10,6,6,10,11
Germany - Virtual,KOE,0:2,Away,17,41,29,29,82,35,47,65,76,7,5,5,14,6,8,11,13
Germany - Virtual,HSV,0:0,Home,17,35,47,18,47,35,29,53,59,6,8,3,8,6,5,9,10
Germany - Virtual,WOB,0:0,Away,17,41,35,24,65,41,47,71,65,7,6,4,11,7,8,12,11
Germany - Virtual,HDH,1:0,Home,17,24,53,24,76,59,71,76,94,4,9,4,13,10,12,13,16
Germany - Virtual,LEV,1:0,Home,17,65,6,29,76,35,41,82,47,11,1,5,13,6,7,14,8
Germany - Virtual,HDH,1:0,Away,17,35,29,35,59,41,35,71,53,6,5,6,10,7,6,12,9
Germany - Virtual,STP,1:0,Away,17,24,65,12,71,35,29,71,53,4,11,2,12,6,5,12,9
France - Virtual,AUX,0:1,Away,17,29,41,29,88,47,65,82,82,5,7,5,15,8,11,14,14
France - Virtual,LEN,0:1,Away,17,24,18,59,82,35,71,76,88,4,3,10,14,6,12,13,15
France - Virtual,NAN,0:1,Away,17,24,47,29,65,29,41,71,53,4,8,5,11,5,7,12,9
France - Virtual,LEH,0:0,Away,17,18,59,24,71,47,41,76,53,3,10,4,12,8,7,13,9
